club_name,age,player_name,position,club_involved_name,season,Valore Reale,Valore Predetto
Borussia Dortmund,20.0,Karim Adeyemi,Centre-Forward,RB Salzburg,10,30.0,19.47110529794767
AS Saint-Étienne,21.0,Jorginho,Left Winger,Arouca,5,1.0,4.023370227657856
Juventus FC,22.0,Giangiacomo Magnani,Centre-Back,Perugia,6,5.0,24.920691648134042
Sevilla FC,29.0,Tomas Vaclik,Goalkeeper,FC Basel,6,6.0,5.636718364714249
Tottenham Hotspur,21.0,Djed Spence,Right-Back,Middlesbrough,10,14.7,27.460176541488682
Aston Villa,25.0,Marvelous Nakamba,Defensive Midfield,Club Brugge,7,12.0,11.965878935499985
Benevento Calcio,21.0,Bright Gyamfi,Right-Back,Inter,5,0.28,1.7520132659832377
Sporting CP,21.0,Leonardo Ruiz,Centre-Forward,Atl. Nacional,5,0.5,3.6590315261986412
Roda JC Kerkrade,24.0,Anco Jansen,attack,De Graafschap,1,0.25,1.073695395873555
Genoa CFC,25.0,Jandrei,Goalkeeper,Chapecoense,6,2.4,2.553782096845863
Sevilla FC,32.0,Ivan Rakitic,Central Midfield,Barcelona,8,3.5,7.45657138142066
SS Lazio,24.0,Nicolò Casale,Centre-Back,Hellas Verona,10,7.0,5.435898887067867
Spartak Moscow,21.0,Ayrton Lucas,Left-Back,Fluminense,6,7.0,2.980416311662408
Aston Villa,28.0,Lucas Digne,Left-Back,Everton,9,30.0,11.156970435731955
AS Roma,18.0,Jonatan Lucca,Central Midfield,Inter U20,0,0.7,2.4638157518210644
Hertha BSC,24.0,Suat Serdar,Central Midfield,FC Schalke 04,9,8.0,4.111072042105738
Bologna FC 1909,18.0,Aaron Hickey,Left-Back,Heart of Midl.,8,1.7,1.4351069590811854
FC Toulouse,27.0,Mauro Goicoechea,Goalkeeper,Arouca,3,0.5,1.2166024464124803
Villarreal CF,26.0,Víctor Ruiz,Centre-Back,Valencia,3,2.7,9.042452903530414
SL Benfica,29.0,Helton Leite,Goalkeeper,Boavista,8,1.5,3.6129144714655634
FC Barcelona,25.0,Philippe Coutinho,Left Winger,Liverpool,5,135.0,47.1621744073017
Bayer 04 Leverkusen,23.0,Timothy Fosu-Mensah,Right-Back,Man Utd,8,1.7,8.728981413715088
TSG 1899 Hoffenheim,24.0,Oliver Baumann,Goalkeeper,SC Freiburg,2,5.5,2.1168310637070045
Vitória Setúbal FC,19.0,Wilder Cartagena,Defensive Midfield,Alianza Lima,1,0.05,2.022033697869427
Valencia CF,21.0,Mouctar Diakhaby,Centre-Back,Olympique Lyon,6,15.0,10.618445168726756
1.FSV Mainz 05,23.0,Viktor Fischer,Left Winger,Middlesbrough,5,3.0,4.064815340113148
Stade Brestois 29,23.0,Franck Honorat,Right Winger,Saint-Étienne,8,5.0,6.266297384640753
Tottenham Hotspur,28.0,Emmanuel Adebayor,Centre-Forward,Man City,0,6.4,10.752554567236793
Southampton FC,21.0,Gastón Ramírez,Attacking Midfield,Bologna,0,15.2,5.533384190667913
Hannover 96,21.0,França,Defensive Midfield,Mirassol-SP,0,1.3,1.160363438881367
Fortuna Sittard,22.0,Zian Flemming,Attacking Midfield,PEC Zwolle,8,0.2,3.5256965095961554
Wolverhampton Wanderers,29.0,Daniel Bentley,Goalkeeper,Bristol City,10,0.057,7.838492513482355
SM Caen,23.0,Andy Delort,Centre-Forward,Wigan,3,2.0,3.5680344267637243
Feyenoord Rotterdam,27.0,João Carlos Teixeira,Attacking Midfield,Vit. Guimarães,8,1.6,2.6497433719463546
Hannover 96,29.0,Szabolcs Huszti,Left Midfield,Zenit S-Pb,0,0.75,0.5301389400649003
Watford FC,29.0,José Manuel Jurado,Attacking Midfield,Spartak Moscow,3,8.6,6.429873659469483
FC Barcelona,23.0,Nélson Semedo,Right-Back,Benfica,5,35.7,25.687533262892856
Stoke City,19.0,Jack Butland,Goalkeeper,Birmingham,0,3.8,3.3273043675472556
CA Osasuna,26.0,Fran Mérida,Central Midfield,SD Huesca,4,0.5,3.6730093608489107
1.FSV Mainz 05,22.0,Moussa Niakhaté,Centre-Back,FC Metz,6,6.0,4.371048903750905
Chelsea FC,27.0,Hakim Ziyech,Attacking Midfield,Ajax,8,40.0,43.51482768762603
AS Roma,23.0,Alisson,Goalkeeper,Internacional,4,8.0,11.341208758424148
Bayer 04 Leverkusen,19.0,Gustavo Puerta,Central Midfield,Bogotá FC,10,2.0,11.363419880912712
Juventus FC,20.0,Luca Pellegrini,Left-Back,AS Roma,7,22.0,40.89672621455555
1.FSV Mainz 05,20.0,Levin Öztunali,Central Midfield,Bay. Leverkusen,4,5.0,3.5717152815045585
Crystal Palace,29.0,Yohan Cabaye,Central Midfield,Paris SG,3,13.9,4.7077949569287965
Valencia CF,24.0,Marcos André,Centre-Forward,Real Valladolid,9,8.5,6.97049043976731
Brescia Calcio,26.0,Jesse Joronen,Goalkeeper,FC Copenhagen,7,5.0,2.399730004655857
Hertha BSC,21.0,Dodi Lukébakio,Right Winger,Watford,7,20.0,4.395275332273019
LOSC Lille,18.0,Isaac Lihadji,Right Winger,Marseille B,8,0.3,7.147573346831503
Newcastle United,21.0,Harrison Ashby,Right-Back,West Ham U21,10,3.4,7.418966839132681
SS Lazio,30.0,Lucas Leiva,Defensive Midfield,Liverpool,5,5.7,8.457433102745107
AZ Alkmaar,24.0,Fredrik Midtsjö,Central Midfield,Rosenborg,5,2.2,2.932228234473974
SS Lazio,20.0,Francesco Orlando,Right Winger,Vicenza,5,0.3,3.6474174947863447
FC Barcelona,22.0,André Gomes,Central Midfield,Valencia,4,37.0,21.67349721214614
AS Roma,24.0,Michael Bradley,Central Midfield,Chievo Verona,0,3.75,4.801031923502389
FC Nantes,19.0,Jaouen Hadjam,Left-Back,Paris FC,10,0.3,5.519677396701807
Hannover 96,25.0,Oliver Sorg,Right-Back,SC Freiburg,3,3.5,1.5404647036064003
1.FC Nuremberg,22.0,Hiroshi Kiyotake,Left Midfield,Cerezo Osaka,0,1.0,1.3040826443229216
FK Khimki,20.0,Valentin Paltsev,Left-Back,KamAZ,10,0.022,2.501595825153986
Deportivo Alavés,22.0,Ramón Miérez,Centre-Forward,Tigre,7,2.23,4.046460488121484
Real Zaragoza,23.0,José Manuel Fernández,Right-Back,Córdoba CF,0,0.5,2.090590757319422
Eintracht Frankfurt,23.0,Bastian Oczipka,Left-Back,Bay. Leverkusen,0,0.5,2.8122798320983495
ESTAC Troyes,23.0,Andreas Bruus,Right-Back,Bröndby IF,10,1.5,3.5206980035814235
1.FSV Mainz 05,22.0,Julian Koch,Defensive Midfield,Bor. Dortmund,1,0.6,3.2525826711834585
Inter Milan,21.0,Achraf Hakimi,Right-Back,Real Madrid,8,43.0,14.10013960145835
West Bromwich Albion,20.0,Yuning Zhang,Centre-Forward,Vitesse,5,7.2,8.200851733367637
Spartak Moscow,21.0,Guus Til,Attacking Midfield,AZ Alkmaar,7,18.0,5.970832514813507
Sunderland AFC,21.0,Paddy McNair,Centre-Back,Man Utd,4,5.25,6.4839183235517615
OGC Nice,24.0,Pierre Lees-Melou,Central Midfield,Dijon,5,4.0,4.493208418165133
SC Freiburg,21.0,Pascal Stenzel,Right-Back,Bor. Dortmund,5,4.0,3.457724062109174
Olympique Marseille,20.0,Giannelli Imbula,Defensive Midfield,Guingamp,1,7.5,3.7517815766180003
Real Sociedad,30.0,Héctor Moreno,Centre-Back,AS Roma,5,6.0,6.1283708817119775
Chelsea FC,24.0,Ross Barkley,Central Midfield,Everton,5,16.8,37.435846210028764
Getafe CF,27.0,Luis Milla,Central Midfield,Granada CF,10,5.0,4.452111812310023
Girona FC,27.0,Bernardo Espinosa,Centre-Back,Middlesbrough,5,4.5,4.579797308354267
FC Groningen,23.0,Florian Krüger,Centre-Forward,Arm. Bielefeld,10,1.3,3.3274704528440875
Olympique Marseille,24.0,Luis Suárez,Centre-Forward,Granada CF,10,10.0,6.591911026730088
Atlético de Madrid,22.0,Thomas Lemar,Attacking Midfield,Monaco,6,72.0,10.067735243522083
Eintracht Frankfurt,24.0,Bamba Anderson,Centre-Back,Bor. M'gladbach,0,0.8,2.5772084199902086
Girona FC,24.0,Choco Lozano,Centre-Forward,Barcelona B,5,1.75,11.407490033429138
Olympique Lyon,30.0,Christophe Jallet,Right-Back,Paris SG,2,1.5,0.929623653247114
FK Krasnodar,29.0,Ruslan Kambolov,Defensive Midfield,Rubin Kazan,7,0.4,4.379594415738059
FK Krasnodar,26.0,Evgeniy Markov,Centre-Forward,Dynamo Moscow,8,0.3,4.823200438208055
AS Monaco,25.0,Breel Embolo,Centre-Forward,Bor. M'gladbach,10,12.5,13.35697279607526
Chelsea FC,21.0,Kai Havertz,Attacking Midfield,Bay. Leverkusen,8,80.0,42.84235540250105
Southampton FC,24.0,Maya Yoshida,Centre-Back,VVV-Venlo,0,2.8,7.381293559499842
TSG 1899 Hoffenheim,25.0,Eduardo Vargas,Second Striker,SSC Napoli,3,6.0,3.320731007475311
Nottingham Forest,24.0,Orel Mangala,Central Midfield,VfB Stuttgart,10,13.0,12.123904442392176
Rubin Kazan,25.0,Rubén Rochina,Right Winger,Granada CF,4,10.0,4.342145143529676
Levante UD,30.0,Sergio León,Centre-Forward,Real Betis,7,4.0,3.6978124142777857
Cagliari Calcio,28.0,Mauricio Pinilla,Centre-Forward,US Palermo,0,3.2,3.3952736415479396
Sevilla FC,29.0,Adil Rami,Centre-Back,AC Milan,3,2.5,3.7099320467209833
VfB Stuttgart,24.0,Konstantinos Mavropanos,Centre-Back,Arsenal,10,3.2,9.038568847256268
Juventus FC,28.0,Gonzalo Higuaín,Centre-Forward,SSC Napoli,4,90.0,19.067476292019016
Chelsea FC,27.0,Cesc Fàbregas,Central Midfield,Barcelona,2,33.0,24.777026932912083
Getafe CF,23.0,Sergio Escudero,Left-Back,FC Schalke 04,1,1.5,3.1769910565668087
Zenit St. Petersburg,24.0,Denis Terentjev,Right-Back,Rostov,5,2.0,4.842427177395682
Burnley FC,28.0,Stephen Ward,Left-Back,Wolves,2,0.63,5.491838174838765
FK Krasnodar,24.0,João Batxi,Right Midfield,Chaves,10,1.5,3.258118223335943
Sunderland AFC,27.0,Danny Graham,Centre-Forward,Swansea,0,5.8,5.922530134253442
Everton FC,24.0,Ramiro Funes Mori,Centre-Back,River Plate,3,12.9,8.486535610768119
Eintracht Frankfurt,24.0,Taleb Tawatha,Left-Back,Maccabi Haifa,4,1.2,5.338467746292076
Parma FC,23.0,Alessandro Ligi,Centre-Back,Crotone,1,0.15,3.0138871857197302
Torino FC,24.0,Joel Obi,Central Midfield,Inter,3,2.2,3.304057633876227
CSKA Moscow,21.0,Emil Bohinen,Central Midfield,Stabæk Fotball,8,1.5,3.246127391087904
TSG 1899 Hoffenheim,24.0,Eren Derdiyok,Centre-Forward,Bay. Leverkusen,0,5.5,3.308559994818681
FC Groningen,25.0,Martijn van der Laan,Centre-Back,SC Cambuur,2,0.46,1.3025429942913485
Brighton & Hove Albion,20.0,Billy Arce,Left Winger,Independiente,6,0.86,7.902739895843955
FC Metz,24.0,Kévin N'Doram,Defensive Midfield,Monaco,8,4.5,5.149357718277913
Udinese Calcio,19.0,Wojciech Pawlowski,Goalkeeper,Lechia Gdansk,0,0.5,0.9941055055104936
EA Guingamp,24.0,Nicolas Benezet,Left Winger,Évian,3,1.2,2.4691964375853894
Stade Reims,24.0,Björn Engels,Centre-Back,Olympiacos,7,4.0,5.162533214036039
Hellas Verona,30.0,Samuel Di Carmine,Centre-Forward,Perugia,7,2.5,2.741701177421259
Arsenal FC,25.0,Alexis Sánchez,Centre-Forward,Barcelona,2,42.5,25.05837061988831
SC Heerenveen,20.0,Milan van Ewijk,Right-Back,ADO Den Haag,9,0.6,3.1165325839163023
SD Huesca,32.0,Dimitrios Siovas,Centre-Back,CD Leganés,8,1.0,1.795984236418575
Krylya Sovetov Samara,21.0,Danil Lipovoy,Left Midfield,Dynamo Moscow,9,0.23,4.430720920258806
Hannover 96,20.0,Florent Muslija,Attacking Midfield,Karlsruher SC,6,1.4,2.6041267609642587
AFC Bournemouth,20.0,Lloyd Kelly,Centre-Back,Bristol City,7,14.8,8.013279695214353
ACF Fiorentina,19.0,Alban Lafont,Goalkeeper,Toulouse,6,8.0,5.237866564823063
Arsenal FC,23.0,Danny Welbeck,Centre-Forward,Man Utd,2,20.0,15.740324938315654
Real Valladolid CF,22.0,Joaquín Fernández,Centre-Back,UD Almería,6,1.1,5.239566739581141
US Cremonese,22.0,Frank Tsadjout,Centre-Forward,AC Milan,10,0.85,8.8125013439057
Real Madrid,21.0,Éder Militão,Centre-Back,FC Porto,7,50.0,31.563377600189746
Sunderland AFC,25.0,Jan Kirchhoff,Centre-Back,Bayern Munich,3,1.0,9.741367746407496
Newcastle United,26.0,Yoshinori Muto,Centre-Forward,1.FSV Mainz 05,6,10.7,9.98959161734704
Granada CF,21.0,Yan Eteki,Central Midfield,Sevilla FC,7,1.0,4.748777932898164
Parma Calcio 1913,30.0,Vincent Laurini,Right-Back,Fiorentina,7,0.44,4.352597485820853
Real Betis Balompié,30.0,Germán Pezzella,Centre-Back,Fiorentina,9,3.5,6.178123393019428
Borussia Dortmund,30.0,Mats Hummels,Centre-Back,Bayern Munich,7,30.5,15.466676897421763
PSV Eindhoven,21.0,Olivier Boscagli,Centre-Back,OGC Nice,7,2.0,4.616969964762746
Málaga CF,28.0,Bakary Koné,Centre-Back,Olympique Lyon,4,0.8,4.790349767888628
AZ Alkmaar,20.0,Henri Weigelt,Centre-Back,Arm. Bielefeld,6,1.2,2.8452877635198175
Sevilla FC,21.0,Giorgi Aburjania,Defensive Midfield,Gimnàstic,4,1.8,8.092830239254964
Torino FC,31.0,Fabio Quagliarella,Centre-Forward,Juventus,2,3.5,4.546079062111787
Crystal Palace,23.0,Odsonne Edouard,Centre-Forward,Celtic,9,16.3,9.204442441155582
Hannover 96,24.0,Joselu,Centre-Forward,TSG Hoffenheim,2,5.0,2.634313650018041
FC Groningen,20.0,Simon Tibbling,Central Midfield,Djurgården,2,1.3,0.5758163419503982
Borussia Dortmund,25.0,Shinji Kagawa,Attacking Midfield,Man Utd,2,8.0,8.750129181631085
EA Guingamp,23.0,Younousse Sankharé,Central Midfield,Dijon,1,0.7,1.885736990618413
Stade Rennais FC,22.0,Arthur Theate,Centre-Back,Bologna,10,19.0,5.2372265607432205
Sunderland AFC,28.0,Emanuele Giaccherini,Left Midfield,Juventus,1,7.5,8.351834591101543
FK Krasnodar,25.0,Vladislav Ignatjev,Right-Back,Loko Moscow,0,4.0,0.9643370794567039
Sporting CP,30.0,Seydou Doumbia,Centre-Forward,AS Roma,5,3.0,6.131403294681422
Cagliari Calcio,25.0,Artur Ionita,Central Midfield,Hellas Verona,4,4.5,3.5386059144216984
Ajax Amsterdam,22.0,Owen Wijndal,Left-Back,AZ Alkmaar,10,10.0,3.287539812244461
1.FC Nuremberg,20.0,Josip Drmic,Centre-Forward,FC Zürich,1,2.2,1.7655214729022874
Olympique Lyon,21.0,Sergi Darder,Central Midfield,Málaga CF,3,13.1,3.1071418763813883
FC Augsburg,19.0,Max Reinthaler,Centre-Back,Rydaholms GoIF,2,0.05,1.4640798954546117
Deportivo Alavés,25.0,Rubén Sobrino,Centre-Forward,Man City,5,2.0,3.470884698461109
Delfino Pescara 1936,18.0,Gianluca Caprari,Second Striker,AS Roma,0,1.2,4.238951782162651
Southampton FC,25.0,Duje Caleta-Car,Centre-Back,Marseille,10,10.0,16.261000556019678
Hull City,28.0,Nikica Jelavic,Centre-Forward,Everton,1,7.8,8.403348075519482
Feyenoord Rotterdam,24.0,Ridgeciano Haps,Left-Back,AZ Alkmaar,5,6.0,2.2123614526482775
US Lecce,28.0,Biagio Meccariello,Centre-Back,Brescia,7,0.1,3.831933906779118
VfL Wolfsburg,25.0,Felix Klaus,Right Winger,Hannover 96,6,3.0,7.957043187228722
FC Schalke 04,26.0,Tobias Mohr,Left Winger,1.FC Heidenheim,10,1.1,5.997496204533
Bayern Munich,27.0,Mats Hummels,Centre-Back,Bor. Dortmund,4,35.0,28.57710825696221
Dijon FCO,22.0,Chang-hoon Kwon,Right Winger,Suwon Bluewings,4,1.5,2.9162155532005025
Atalanta BC,23.0,Bryan Cristante,Defensive Midfield,Benfica,6,9.5,7.618811292954885
Hannover 96,23.0,Miiko Albornoz,Left-Back,Malmö FF,2,1.5,0.7109589312676512
Bologna FC 1909,23.0,Simone Verdi,Attacking Midfield,AC Milan,4,6.4,5.591663193217366
Swansea City,24.0,Gylfi Sigurdsson,Attacking Midfield,Spurs,2,10.1,8.470689353579871
Vitesse Arnhem,33.0,Remko Pasveer,Goalkeeper,PSV Eindhoven,5,0.45,-0.10781643752485456
Atalanta BC,27.0,Michele Canini,Centre-Back,Genoa,0,1.0,2.800398822527735
Atlético de Madrid,27.0,Alessio Cerci,Right Winger,Torino,2,14.0,5.374465748609257
Celta de Vigo,22.0,Mathias Jensen,Central Midfield,Nordsjaelland,6,5.0,3.946628518202808
Ajax Amsterdam,25.0,Nicolás Tagliafico,Left-Back,Independiente,5,4.0,2.124405722159742
FC Girondins Bordeaux,26.0,Stian Gregersen,Centre-Back,Molde,9,2.0,4.3126350302895835
Brighton & Hove Albion,28.0,Ezequiel Schelotto,Right-Back,Sporting CP,5,3.0,7.872293695689364
Norwich City,26.0,Alexander Tettey,Defensive Midfield,Stade Rennais,0,1.5,7.426573275312273
SC Freiburg,20.0,Felix Klaus,Right Winger,Greuther Fürth,1,1.1,3.8888890661204245
CSKA Moscow,19.0,Vitinho,Left Winger,Botafogo,1,9.5,1.1767307680738928
Queens Park Rangers,28.0,Christopher Samba,Centre-Back,Anzhi,0,15.0,5.265647219338052
Bayer 04 Leverkusen,25.0,Kerem Demirbay,Central Midfield,TSG Hoffenheim,7,32.0,17.640883823398877
Atlético de Madrid,23.0,Gelson Martins,Right Winger,Sporting CP,6,22.0,9.87622971752793
Spartak Moscow,29.0,Kim Källström,Central Midfield,Olympique Lyon,0,3.0,4.2362425772397385
FC Girondins Bordeaux,33.0,Laurent Koscielny,Centre-Back,Arsenal,7,5.0,2.962512143146372
SC Heerenveen,23.0,Runar Espejord,Centre-Forward,Tromsø IL,7,0.5,3.862722288388519
Olympique Marseille,25.0,Romain Alessandrini,Right Winger,Stade Rennais,2,5.0,3.840974479937035
AS Monaco,21.0,Samuel Grandsir,Right Winger,Troyes,6,3.0,12.09187339868195
Rubin Kazan,22.0,Vladislav Panteleev,Attacking Midfield,Spartak 2,6,0.34,3.9248556437183
SL Benfica,22.0,Pedro Rebocho,Left-Back,Moreirense,5,0.15,4.2157348054302775
CD Nacional,20.0,Ali Ghazal,Centre-Back,Wadi Degla U23,0,0.04,1.2952190050432937
Liverpool FC,25.0,Simon Mignolet,Goalkeeper,Sunderland,1,10.6,15.057491149897924
Parma FC,22.0,Ishak Belfodil,Centre-Forward,Inter,2,5.75,2.933401058167874
VfB Stuttgart,18.0,Carlos Gruezo,Defensive Midfield,Barcelona SC,1,1.0,4.311197434657323
AS Roma,21.0,Ante Coric,Attacking Midfield,Dinamo Zagreb,6,6.0,10.347692982585118
VfL Wolfsburg,22.0,Yannick Gerhardt,Central Midfield,1. FC Köln,4,13.0,6.6705051841568075
Real Betis Balompié,25.0,Felipe Gutiérrez,Central Midfield,Twente FC,4,3.5,3.4634625059383684
FC Augsburg,21.0,Shawn Parker,Centre-Forward,1.FSV Mainz 05,2,1.6,2.533978432602494
Stade Reims,24.0,Andreaw Gravillon,Centre-Back,Inter,10,3.5,5.395230551134826
SL Benfica,21.0,Diego Lopes,Central Midfield,Rio Ave FC,3,0.1,3.5241139679545235
Torino FC,18.0,Vitalie Damascan,Centre-Forward,FC Sheriff,5,1.5,2.8636741293624177
Chievo Verona,33.0,Antonio Floro Flores,Centre-Forward,Sassuolo,4,0.6,3.3438098612139346
SL Benfica,24.0,Gil Dias,Left Midfield,Monaco,9,1.5,6.668299248616813
Chelsea FC,28.0,Filipe Luís,Left-Back,Atlético Madrid,2,20.0,24.38595972021927
Spartak Moscow,22.0,Georgi Tigiev,Left-Back,Anzhi,5,1.0,3.3007871855550013
Olympique Lyon,21.0,Tanguy Ndombélé,Central Midfield,Amiens SC,6,8.0,5.8347953506547166
Crystal Palace,25.0,Alex McCarthy,Goalkeeper,QPR,3,4.9,4.699453304437026
FC Ingolstadt 04,26.0,Martin Hansen,Goalkeeper,ADO Den Haag,4,0.95,1.279049349953751
Valencia CF,22.0,Manu Vallejo,Second Striker,Cádiz CF,7,5.5,10.744126158990342
Málaga CF,30.0,Marcos Angeleri,Centre-Back,Estudiantes,1,0.23,1.099659689917726
US Sassuolo,20.0,Leonardo Sernicola,Left-Back,Ternana,6,0.2,3.334025354214203
Villarreal CF,31.0,Kiko Femenía,Right-Back,Watford,10,0.98,3.9992476973306426
Torino FC,21.0,Samuel Gustafson,Defensive Midfield,Häcken,4,0.6,3.2311748263422357
RB Leipzig,24.0,Angeliño,Left-Back,Man City,9,18.0,12.526906594443384
FC Porto,23.0,Alex Telles,Left-Back,Galatasaray,4,7.35,2.161323280376434
Benevento Calcio,27.0,Samuel Armenteros,Centre-Forward,Heracles Almelo,5,2.0,4.509763637022884
Olympique Lyon,19.0,Jean-Philippe Mateta,Centre-Forward,LB Châteauroux,4,4.1,3.610798656744328
FC Porto,22.0,Óliver Torres,Central Midfield,Atlético Madrid,5,20.0,7.471457783105136
Zenit St. Petersburg,25.0,Douglas Santos,Left-Back,Hamburger SV,7,13.5,10.807174303500732
Feyenoord Rotterdam,26.0,Lex Immers,Attacking Midfield,ADO Den Haag,0,0.8,1.2533636368467516
AS Roma,29.0,Steven Nzonzi,Defensive Midfield,Sevilla FC,6,26.65,13.313391412077893
ACF Fiorentina,19.0,Nikola Milenković,Centre-Back,Partizan,5,5.5,3.1880660985486227
Swansea City,21.0,Alejandro Pozuelo,Attacking Midfield,Real Betis,1,0.5,8.319617554032405
SSC Napoli,23.0,Franco Ferrari,Centre-Forward,Genoa,7,0.75,5.421836731827626
Inter Milan,23.0,Jeison Murillo,Centre-Back,Granada CF,3,8.0,5.398611625994579
Real Madrid,28.0,Kiko Casilla,Goalkeeper,Espanyol,3,6.0,18.505259917505477
NEC Nijmegen,21.0,Joey Sleegers,Left Winger,Feyenoord,3,0.1,3.478653519229433
Swansea City,19.0,Matt Grimes,Central Midfield,Exeter City,2,2.24,7.573281464346315
Getafe CF,27.0,Bruno González,Centre-Back,Real Betis,5,0.6,3.1578859633372067
SC Freiburg,22.0,Janik Haberer,Central Midfield,TSG Hoffenheim,4,2.0,4.160622098930012
FC Barcelona,16.0,Pedri,Central Midfield,UD Las Palmas,7,17.5,19.86141049438964
Crystal Palace,22.0,Jack Hunt,Right-Back,Huddersfield,1,2.35,6.116141321028664
Brentford FC,24.0,Yoane Wissa,Left Winger,FC Lorient,9,10.0,10.236699249903237
SC Freiburg,30.0,Jérôme Gondorf,Central Midfield,Werder Bremen,6,1.3,2.4614880618934656
Cagliari Calcio,18.0,Caio Rangel,Right Winger,Flamengo,2,2.65,0.5543026613490516
Atlético de Madrid,24.0,Jonny Otto,Left-Back,Celta de Vigo,6,7.0,8.222712091281517
Manchester City,20.0,Máximo Perrone,Defensive Midfield,Vélez Sarsfield,10,11.0,25.002760963075435
Aston Villa,33.0,Tom Heaton,Goalkeeper,Burnley,7,8.8,7.630481399936028
US Sassuolo,20.0,Luca Mazzitelli,Central Midfield,AS Roma,3,3.5,6.219642785978273
Inter Milan,30.0,Radja Nainggolan,Central Midfield,AS Roma,6,38.0,8.522756322936893
Hellas Verona,24.0,Bruno Zuculini,Defensive Midfield,Man City,5,1.25,3.2124163736970863
Juventus FC,26.0,Miralem Pjanic,Central Midfield,AS Roma,3,32.0,22.403540259819348
Liverpool FC,24.0,Mario Balotelli,Centre-Forward,AC Milan,2,20.0,26.03157998105264
FC Barcelona,25.0,Aleix Vidal,Right-Back,Sevilla FC,3,17.0,32.05534924119853
Eintracht Frankfurt,19.0,Diant Ramaj,Goalkeeper,1.FC Heidenheim,9,0.1,4.194563268270738
Elche CF,23.0,Lautaro Blanco,Left-Back,Rosario Central,10,1.96,2.974204898599565
Feyenoord Rotterdam,25.0,Marko Vejinović,Central Midfield,Vitesse,3,3.5,1.5078010465235996
AC Milan,18.0,Matteo Pessina,Attacking Midfield,Monza,3,0.02,4.188665143704682
Angers SCO,24.0,Sada Thioub,Right Winger,Nîmes Olympique,7,3.5,5.640610776480528
Manchester United,30.0,Bastian Schweinsteiger,Central Midfield,Bayern Munich,3,9.0,26.352081812542252
Borussia Dortmund,21.0,Mahmoud Dahoud,Central Midfield,Bor. M'gladbach,5,12.0,19.434013315923124
AC Siena,21.0,Mattia Destro,Centre-Forward,Genoa,0,1.3,2.1938456395969954
Paris Saint-Germain,23.0,Abdou Diallo,Centre-Back,Bor. Dortmund,7,32.0,57.75746033724211
TSG 1899 Hoffenheim,18.0,Bruno Nazário,Attacking Midfield,Tombense,1,1.5,0.8897216373271174
SSC Napoli,25.0,Nikola Maksimovic,Centre-Back,Torino,5,21.0,6.994629441717752
Athletic Bilbao,29.0,Ibai Gómez,Right Winger,Alavés,6,4.0,3.962950823897306
AC Milan,28.0,Giampaolo Pazzini,Centre-Forward,Inter,0,12.5,6.3021719686134166
Elche CF,23.0,Tete Morente,Left Winger,Málaga CF,8,0.5,4.827313576233197
CD Nacional,22.0,Djaniny,Centre-Forward,Benfica,1,1.2,3.181391046255556
US Sassuolo,20.0,Mert Müldür,Right-Back,Rapid Vienna,7,4.7,7.943872365837019
Atlético de Madrid,28.0,Kieran Trippier,Right-Back,Spurs,7,22.0,18.18220987782496
Juventus FC,30.0,Hernanes,Attacking Midfield,Inter,3,13.0,7.301525151838538
FC Utrecht,24.0,Sander van de Streek,Attacking Midfield,SC Cambuur,5,0.6,2.373673163484937
AS Roma,23.0,Konstantinos Manolas,Centre-Back,Olympiacos,2,15.0,5.726699142282706
Parma Calcio 1913,22.0,José Machín,Central Midfield,Pescara,7,2.8,4.343197563604689
Terek Grozny,22.0,Facundo Píriz,Defensive Midfield,Nacional,0,2.8,4.030839715530165
VfL Wolfsburg,20.0,Kevin Pannewitz,Defensive Midfield,Hansa Rostock,0,0.3,3.238808540767921
Stade Rennais FC,27.0,Ola Toivonen,Attacking Midfield,PSV Eindhoven,1,2.5,2.9367551145379482
Inter Milan,22.0,Geoffrey Kondogbia,Defensive Midfield,Monaco,3,36.0,6.852023874366633
FC Toulouse,21.0,Thijs Dallinga,Centre-Forward,Excelsior,10,2.5,4.55659374000546
Fulham FC,23.0,Aleksandar Mitrović,Centre-Forward,Newcastle,6,24.7,8.653466374930229
SL Benfica,25.0,Nicolás Castillo,Centre-Forward,UNAM Pumas,6,7.87,4.764838615144478
SL Benfica,22.0,Luis Fariña,Attacking Midfield,Racing Club,1,2.55,2.5004851793845746
Juventus FC,22.0,Nico Hidalgo,Right Winger,Recre Granada,2,1.95,11.643265531995631
Eintracht Frankfurt,19.0,Marijan Cavar,Central Midfield,Zrinjski Mostar,5,0.4,4.52044091699987
Spartak Moscow,27.0,José Manuel Jurado,Attacking Midfield,FC Schalke 04,1,3.0,4.47856529433721
Liverpool FC,24.0,Konstantinos Tsimikas,Left-Back,Olympiacos,8,13.0,24.98496982460573
Southampton FC,24.0,Vegard Forren,Centre-Back,Molde,0,3.5,5.853290253872438
AZ Alkmaar,25.0,Robert Mühren,Centre-Forward,FC Volendam,2,0.3,2.1118326837146357
Valencia CF,22.0,Jonathan Viera,Attacking Midfield,UD Las Palmas,0,2.5,4.7278453333016035
ACF Fiorentina,26.0,Riccardo Saponara,Attacking Midfield,Empoli,6,9.0,5.2181299797522644
Celta de Vigo,23.0,Álvaro Lemos,Right-Back,CD Lugo,4,0.2,2.5714912598646693
