age,Valore Reale,Valore Predetto,club_name,player_name,position,club_involved_name,season
20.0,3.15,6.3275266,Southampton FC,Paulo Gazzaniga,Goalkeeper,Gillingham FC,2012/2013
20.0,25.0,11.740573,Southampton FC,Kamaldeen Sulemana,Left Winger,Rennes,2022/2023
20.0,3.15,5.885417,AS Roma,Ismail H'Maidat,Central Midfield,Brescia,2015/2016
33.0,1.0,0.7269424,Ajax Amsterdam,Diederik Boer,Goalkeeper,PEC Zwolle,2014/2015
25.0,15.4,8.368434,Hull City,Ryan Mason,Central Midfield,Spurs,2016/2017
21.0,1.5,2.969693,Nîmes Olympique,Yassine Benrahou,Attacking Midfield,G. Bordeaux,2020/2021
23.0,8.0,20.822823,Chelsea FC,Marko Marin,Attacking Midfield,Werder Bremen,2012/2013
21.0,2.5,0.82676643,Málaga CF,Federico Ricca,Left-Back,Danubio FC,2015/2016
21.0,3.2,1.5932024,AS Saint-Étienne,Ole Selnaes,Defensive Midfield,Rosenborg,2015/2016
28.0,3.5,2.3100574,Málaga CF,Nordin Amrabat,Right Winger,Galatasaray,2015/2016
20.0,3.5,2.1143548,Sporting CP,Bruno Paulista,Defensive Midfield,EC Bahia,2016/2017
21.0,8.0,3.3306324,FC Lorient,Terem Moffi,Centre-Forward,KV Kortrijk,2020/2021
21.0,13.0,23.180426,Manchester City,Sergio Gómez,Left-Back,RSC Anderlecht,2022/2023
30.0,4.0,6.3227057,Watford FC,Younès Kaboul,Centre-Back,Sunderland,2016/2017
22.0,1.0,4.225805,Spartak Moscow,Ayaz Guliev,Central Midfield,Rostov,2018/2019
29.0,35.0,21.484968,Chelsea FC,David Luiz,Centre-Back,Paris SG,2016/2017
20.0,3.0,4.12178,US Sassuolo,Emil Konradsen Ceide,Left Winger,Rosenborg,2022/2023
19.0,15.0,19.875635,Paris Saint-Germain,Lucas Digne,Left-Back,LOSC Lille,2013/2014
20.0,1.5,2.0397236,UC Sampdoria,Lorenco Simic,Centre-Back,Hajduk Split,2016/2017
18.0,5.5,4.958746,Eintracht Frankfurt,Evan Ndicka,Centre-Back,AJ Auxerre,2018/2019
21.0,0.4,4.4439387,Olympique Marseille,Bamba Dieng,Centre-Forward,Diambars FC,2021/2022
20.0,7.0,7.6485815,OGC Nice,Amine Gouiri,Centre-Forward,Olympique Lyon,2020/2021
28.0,0.75,2.0389025,SD Eibar,Yoel Rodríguez,Goalkeeper,Valencia,2017/2018
28.0,1.2,1.8294291,Elche CF,Johan Mojica,Left-Back,Girona,2021/2022
24.0,1.0,7.3096557,Sevilla FC,Pablo Sarabia,Right Winger,Getafe,2016/2017
29.0,2.85,4.029405,FC Girondins Bordeaux,Jérémy Ménez,Right Winger,AC Milan,2016/2017
18.0,1.5,2.4251626,RC Strasbourg Alsace,Ismaël Doukouré,Centre-Back,Valenciennes FC,2021/2022
28.0,35.0,13.872842,Atlético de Madrid,Jackson Martínez,Centre-Forward,FC Porto,2015/2016
31.0,2.7,6.7181897,AC Milan,Alessandro Florenzi,Right-Back,AS Roma,2022/2023
20.0,30.0,12.612932,Borussia Dortmund,Karim Adeyemi,Centre-Forward,RB Salzburg,2022/2023
21.0,1.0,9.434151,AS Saint-Étienne,Jorginho,Left Winger,Arouca,2017/2018
22.0,5.0,17.8181,Juventus FC,Giangiacomo Magnani,Centre-Back,Perugia,2018/2019
29.0,6.0,5.256224,Sevilla FC,Tomas Vaclik,Goalkeeper,FC Basel,2018/2019
21.0,14.7,26.694458,Tottenham Hotspur,Djed Spence,Right-Back,Middlesbrough,2022/2023
25.0,12.0,12.203525,Aston Villa,Marvelous Nakamba,Defensive Midfield,Club Brugge,2019/2020
21.0,0.28,2.8908026,Benevento Calcio,Bright Gyamfi,Right-Back,Inter,2017/2018
21.0,0.5,2.656747,Sporting CP,Leonardo Ruiz,Centre-Forward,Atl. Nacional,2017/2018
24.0,0.25,0.67560536,Roda JC Kerkrade,Anco Jansen,attack,De Graafschap,2013/2014
25.0,2.4,1.5644598,Genoa CFC,Jandrei,Goalkeeper,Chapecoense,2018/2019
32.0,3.5,6.2485995,Sevilla FC,Ivan Rakitic,Central Midfield,Barcelona,2020/2021
24.0,7.0,4.2843413,SS Lazio,Nicolò Casale,Centre-Back,Hellas Verona,2022/2023
21.0,7.0,2.5886266,Spartak Moscow,Ayrton Lucas,Left-Back,Fluminense,2018/2019
28.0,30.0,13.466082,Aston Villa,Lucas Digne,Left-Back,Everton,2021/2022
18.0,0.7,5.295573,AS Roma,Jonatan Lucca,Central Midfield,Inter U20,2012/2013
24.0,8.0,3.6224973,Hertha BSC,Suat Serdar,Central Midfield,FC Schalke 04,2021/2022
18.0,1.7,1.7507643,Bologna FC 1909,Aaron Hickey,Left-Back,Heart of Midl.,2020/2021
27.0,0.5,0.6930936,FC Toulouse,Mauro Goicoechea,Goalkeeper,Arouca,2015/2016
26.0,2.7,9.588797,Villarreal CF,Víctor Ruiz,Centre-Back,Valencia,2015/2016
29.0,1.5,6.424246,SL Benfica,Helton Leite,Goalkeeper,Boavista,2020/2021
25.0,135.0,32.913574,FC Barcelona,Philippe Coutinho,Left Winger,Liverpool,2017/2018
23.0,1.7,11.966102,Bayer 04 Leverkusen,Timothy Fosu-Mensah,Right-Back,Man Utd,2020/2021
24.0,5.5,1.7439592,TSG 1899 Hoffenheim,Oliver Baumann,Goalkeeper,SC Freiburg,2014/2015
19.0,0.05,0.81467795,Vitória Setúbal FC,Wilder Cartagena,Defensive Midfield,Alianza Lima,2013/2014
21.0,15.0,7.968573,Valencia CF,Mouctar Diakhaby,Centre-Back,Olympique Lyon,2018/2019
23.0,3.0,3.0945075,1.FSV Mainz 05,Viktor Fischer,Left Winger,Middlesbrough,2017/2018
23.0,5.0,3.8330271,Stade Brestois 29,Franck Honorat,Right Winger,Saint-Étienne,2020/2021
28.0,6.4,15.037626,Tottenham Hotspur,Emmanuel Adebayor,Centre-Forward,Man City,2012/2013
21.0,15.2,7.56636,Southampton FC,Gastón Ramírez,Attacking Midfield,Bologna,2012/2013
21.0,1.3,2.0242827,Hannover 96,França,Defensive Midfield,Mirassol-SP,2012/2013
22.0,0.2,3.2115386,Fortuna Sittard,Zian Flemming,Attacking Midfield,PEC Zwolle,2020/2021
29.0,0.057,8.1946535,Wolverhampton Wanderers,Daniel Bentley,Goalkeeper,Bristol City,2022/2023
23.0,2.0,2.2159483,SM Caen,Andy Delort,Centre-Forward,Wigan,2015/2016
27.0,1.6,2.5334184,Feyenoord Rotterdam,João Carlos Teixeira,Attacking Midfield,Vit. Guimarães,2020/2021
29.0,0.75,1.9983552,Hannover 96,Szabolcs Huszti,Left Midfield,Zenit S-Pb,2012/2013
29.0,8.6,6.7445054,Watford FC,José Manuel Jurado,Attacking Midfield,Spartak Moscow,2015/2016
23.0,35.7,24.124052,FC Barcelona,Nélson Semedo,Right-Back,Benfica,2017/2018
19.0,3.8,2.9215267,Stoke City,Jack Butland,Goalkeeper,Birmingham,2012/2013
26.0,0.5,2.7904146,CA Osasuna,Fran Mérida,Central Midfield,SD Huesca,2016/2017
22.0,6.0,3.312081,1.FSV Mainz 05,Moussa Niakhaté,Centre-Back,FC Metz,2018/2019
27.0,40.0,32.3942,Chelsea FC,Hakim Ziyech,Attacking Midfield,Ajax,2020/2021
23.0,8.0,7.6317806,AS Roma,Alisson,Goalkeeper,Internacional,2016/2017
19.0,2.0,7.1767983,Bayer 04 Leverkusen,Gustavo Puerta,Central Midfield,Bogotá FC,2022/2023
20.0,22.0,35.70535,Juventus FC,Luca Pellegrini,Left-Back,AS Roma,2019/2020
20.0,5.0,3.0855978,1.FSV Mainz 05,Levin Öztunali,Central Midfield,Bay. Leverkusen,2016/2017
29.0,13.9,6.197739,Crystal Palace,Yohan Cabaye,Central Midfield,Paris SG,2015/2016
24.0,8.5,6.790898,Valencia CF,Marcos André,Centre-Forward,Real Valladolid,2021/2022
26.0,5.0,2.3186696,Brescia Calcio,Jesse Joronen,Goalkeeper,FC Copenhagen,2019/2020
21.0,20.0,4.0495524,Hertha BSC,Dodi Lukébakio,Right Winger,Watford,2019/2020
18.0,0.3,7.8527646,LOSC Lille,Isaac Lihadji,Right Winger,Marseille B,2020/2021
21.0,3.4,14.662088,Newcastle United,Harrison Ashby,Right-Back,West Ham U21,2022/2023
30.0,5.7,4.6809177,SS Lazio,Lucas Leiva,Defensive Midfield,Liverpool,2017/2018
24.0,2.2,1.8340052,AZ Alkmaar,Fredrik Midtsjö,Central Midfield,Rosenborg,2017/2018
20.0,0.3,2.529154,SS Lazio,Francesco Orlando,Right Winger,Vicenza,2017/2018
22.0,37.0,21.205393,FC Barcelona,André Gomes,Central Midfield,Valencia,2016/2017
24.0,3.75,7.320607,AS Roma,Michael Bradley,Central Midfield,Chievo Verona,2012/2013
19.0,0.3,1.4970526,FC Nantes,Jaouen Hadjam,Left-Back,Paris FC,2022/2023
25.0,3.5,1.6482415,Hannover 96,Oliver Sorg,Right-Back,SC Freiburg,2015/2016
22.0,1.0,2.3045943,1.FC Nuremberg,Hiroshi Kiyotake,Left Midfield,Cerezo Osaka,2012/2013
20.0,0.022,1.3671321,FK Khimki,Valentin Paltsev,Left-Back,KamAZ,2022/2023
22.0,2.23,3.841522,Deportivo Alavés,Ramón Miérez,Centre-Forward,Tigre,2019/2020
23.0,0.5,1.814866,Real Zaragoza,José Manuel Fernández,Right-Back,Córdoba CF,2012/2013
23.0,0.5,2.830465,Eintracht Frankfurt,Bastian Oczipka,Left-Back,Bay. Leverkusen,2012/2013
23.0,1.5,1.8688642,ESTAC Troyes,Andreas Bruus,Right-Back,Bröndby IF,2022/2023
22.0,0.6,2.1411679,1.FSV Mainz 05,Julian Koch,Defensive Midfield,Bor. Dortmund,2013/2014
21.0,43.0,19.964573,Inter Milan,Achraf Hakimi,Right-Back,Real Madrid,2020/2021
20.0,7.2,7.5052056,West Bromwich Albion,Yuning Zhang,Centre-Forward,Vitesse,2017/2018
21.0,18.0,4.6007133,Spartak Moscow,Guus Til,Attacking Midfield,AZ Alkmaar,2019/2020
21.0,5.25,8.870495,Sunderland AFC,Paddy McNair,Centre-Back,Man Utd,2016/2017
24.0,4.0,2.952677,OGC Nice,Pierre Lees-Melou,Central Midfield,Dijon,2017/2018
21.0,4.0,8.782024,SC Freiburg,Pascal Stenzel,Right-Back,Bor. Dortmund,2017/2018
20.0,7.5,6.820626,Olympique Marseille,Giannelli Imbula,Defensive Midfield,Guingamp,2013/2014
30.0,6.0,6.40422,Real Sociedad,Héctor Moreno,Centre-Back,AS Roma,2017/2018
24.0,16.8,26.715841,Chelsea FC,Ross Barkley,Central Midfield,Everton,2017/2018
27.0,5.0,3.0639918,Getafe CF,Luis Milla,Central Midfield,Granada CF,2022/2023
27.0,4.5,2.8519175,Girona FC,Bernardo Espinosa,Centre-Back,Middlesbrough,2017/2018
23.0,1.3,2.5316594,FC Groningen,Florian Krüger,Centre-Forward,Arm. Bielefeld,2022/2023
24.0,10.0,8.756751,Olympique Marseille,Luis Suárez,Centre-Forward,Granada CF,2022/2023
22.0,72.0,10.215024,Atlético de Madrid,Thomas Lemar,Attacking Midfield,Monaco,2018/2019
24.0,0.8,2.8928154,Eintracht Frankfurt,Bamba Anderson,Centre-Back,Bor. M'gladbach,2012/2013
24.0,1.75,4.7925878,Girona FC,Choco Lozano,Centre-Forward,Barcelona B,2017/2018
30.0,1.5,2.2513974,Olympique Lyon,Christophe Jallet,Right-Back,Paris SG,2014/2015
29.0,0.4,3.6094425,FK Krasnodar,Ruslan Kambolov,Defensive Midfield,Rubin Kazan,2019/2020
26.0,0.3,4.748144,FK Krasnodar,Evgeniy Markov,Centre-Forward,Dynamo Moscow,2020/2021
25.0,12.5,10.208813,AS Monaco,Breel Embolo,Centre-Forward,Bor. M'gladbach,2022/2023
21.0,80.0,30.620628,Chelsea FC,Kai Havertz,Attacking Midfield,Bay. Leverkusen,2020/2021
24.0,2.8,10.185184,Southampton FC,Maya Yoshida,Centre-Back,VVV-Venlo,2012/2013
25.0,6.0,2.7724502,TSG 1899 Hoffenheim,Eduardo Vargas,Second Striker,SSC Napoli,2015/2016
24.0,13.0,13.025118,Nottingham Forest,Orel Mangala,Central Midfield,VfB Stuttgart,2022/2023
25.0,10.0,2.6766908,Rubin Kazan,Rubén Rochina,Right Winger,Granada CF,2016/2017
30.0,4.0,3.9096925,Levante UD,Sergio León,Centre-Forward,Real Betis,2019/2020
28.0,3.2,4.088202,Cagliari Calcio,Mauricio Pinilla,Centre-Forward,US Palermo,2012/2013
29.0,2.5,9.92598,Sevilla FC,Adil Rami,Centre-Back,AC Milan,2015/2016
24.0,3.2,7.9473453,VfB Stuttgart,Konstantinos Mavropanos,Centre-Back,Arsenal,2022/2023
28.0,90.0,19.19173,Juventus FC,Gonzalo Higuaín,Centre-Forward,SSC Napoli,2016/2017
27.0,33.0,31.512974,Chelsea FC,Cesc Fàbregas,Central Midfield,Barcelona,2014/2015
23.0,1.5,3.0058057,Getafe CF,Sergio Escudero,Left-Back,FC Schalke 04,2013/2014
24.0,2.0,5.4986753,Zenit St. Petersburg,Denis Terentjev,Right-Back,Rostov,2017/2018
28.0,0.63,8.585457,Burnley FC,Stephen Ward,Left-Back,Wolves,2014/2015
24.0,1.5,2.2041042,FK Krasnodar,João Batxi,Right Midfield,Chaves,2022/2023
27.0,5.8,6.7510333,Sunderland AFC,Danny Graham,Centre-Forward,Swansea,2012/2013
24.0,12.9,7.6649632,Everton FC,Ramiro Funes Mori,Centre-Back,River Plate,2015/2016
24.0,1.2,3.2245572,Eintracht Frankfurt,Taleb Tawatha,Left-Back,Maccabi Haifa,2016/2017
23.0,0.15,2.197611,Parma FC,Alessandro Ligi,Centre-Back,Crotone,2013/2014
24.0,2.2,3.5186942,Torino FC,Joel Obi,Central Midfield,Inter,2015/2016
21.0,1.5,2.9990757,CSKA Moscow,Emil Bohinen,Central Midfield,Stabæk Fotball,2020/2021
24.0,5.5,3.7715704,TSG 1899 Hoffenheim,Eren Derdiyok,Centre-Forward,Bay. Leverkusen,2012/2013
25.0,0.46,0.9771572,FC Groningen,Martijn van der Laan,Centre-Back,SC Cambuur,2014/2015
20.0,0.86,7.245664,Brighton & Hove Albion,Billy Arce,Left Winger,Independiente,2018/2019
24.0,4.5,3.282344,FC Metz,Kévin N'Doram,Defensive Midfield,Monaco,2020/2021
19.0,0.5,0.6639385,Udinese Calcio,Wojciech Pawlowski,Goalkeeper,Lechia Gdansk,2012/2013
24.0,1.2,1.945408,EA Guingamp,Nicolas Benezet,Left Winger,Évian,2015/2016
24.0,4.0,3.395954,Stade Reims,Björn Engels,Centre-Back,Olympiacos,2019/2020
30.0,2.5,2.8201869,Hellas Verona,Samuel Di Carmine,Centre-Forward,Perugia,2019/2020
25.0,42.5,27.417334,Arsenal FC,Alexis Sánchez,Centre-Forward,Barcelona,2014/2015
20.0,0.6,1.4621034,SC Heerenveen,Milan van Ewijk,Right-Back,ADO Den Haag,2021/2022
32.0,1.0,1.4291887,SD Huesca,Dimitrios Siovas,Centre-Back,CD Leganés,2020/2021
21.0,0.23,2.6827095,Krylya Sovetov Samara,Danil Lipovoy,Left Midfield,Dynamo Moscow,2021/2022
20.0,1.4,2.6578548,Hannover 96,Florent Muslija,Attacking Midfield,Karlsruher SC,2018/2019
20.0,14.8,7.8561544,AFC Bournemouth,Lloyd Kelly,Centre-Back,Bristol City,2019/2020
19.0,8.0,3.4752538,ACF Fiorentina,Alban Lafont,Goalkeeper,Toulouse,2018/2019
23.0,20.0,20.306124,Arsenal FC,Danny Welbeck,Centre-Forward,Man Utd,2014/2015
22.0,1.1,3.312081,Real Valladolid CF,Joaquín Fernández,Centre-Back,UD Almería,2018/2019
22.0,0.85,6.6747184,US Cremonese,Frank Tsadjout,Centre-Forward,AC Milan,2022/2023
21.0,50.0,38.203064,Real Madrid,Éder Militão,Centre-Back,FC Porto,2019/2020
25.0,1.0,9.458434,Sunderland AFC,Jan Kirchhoff,Centre-Back,Bayern Munich,2015/2016
26.0,10.7,12.277646,Newcastle United,Yoshinori Muto,Centre-Forward,1.FSV Mainz 05,2018/2019
21.0,1.0,6.0421443,Granada CF,Yan Eteki,Central Midfield,Sevilla FC,2019/2020
30.0,0.44,3.743234,Parma Calcio 1913,Vincent Laurini,Right-Back,Fiorentina,2019/2020
30.0,3.5,3.4509547,Real Betis Balompié,Germán Pezzella,Centre-Back,Fiorentina,2021/2022
30.0,30.5,23.949232,Borussia Dortmund,Mats Hummels,Centre-Back,Bayern Munich,2019/2020
21.0,2.0,4.194999,PSV Eindhoven,Olivier Boscagli,Centre-Back,OGC Nice,2019/2020
28.0,0.8,3.047764,Málaga CF,Bakary Koné,Centre-Back,Olympique Lyon,2016/2017
20.0,1.2,2.017615,AZ Alkmaar,Henri Weigelt,Centre-Back,Arm. Bielefeld,2018/2019
21.0,1.8,6.7395406,Sevilla FC,Giorgi Aburjania,Defensive Midfield,Gimnàstic,2016/2017
31.0,3.5,3.6672876,Torino FC,Fabio Quagliarella,Centre-Forward,Juventus,2014/2015
23.0,16.3,8.411215,Crystal Palace,Odsonne Edouard,Centre-Forward,Celtic,2021/2022
24.0,5.0,3.1777184,Hannover 96,Joselu,Centre-Forward,TSG Hoffenheim,2014/2015
20.0,1.3,0.75091994,FC Groningen,Simon Tibbling,Central Midfield,Djurgården,2014/2015
25.0,8.0,12.873994,Borussia Dortmund,Shinji Kagawa,Attacking Midfield,Man Utd,2014/2015
23.0,0.7,1.5169302,EA Guingamp,Younousse Sankharé,Central Midfield,Dijon,2013/2014
22.0,19.0,6.5764065,Stade Rennais FC,Arthur Theate,Centre-Back,Bologna,2022/2023
28.0,7.5,8.059845,Sunderland AFC,Emanuele Giaccherini,Left Midfield,Juventus,2013/2014
25.0,4.0,1.363128,FK Krasnodar,Vladislav Ignatjev,Right-Back,Loko Moscow,2012/2013
30.0,3.0,5.3233323,Sporting CP,Seydou Doumbia,Centre-Forward,AS Roma,2017/2018
25.0,4.5,3.0746696,Cagliari Calcio,Artur Ionita,Central Midfield,Hellas Verona,2016/2017
22.0,10.0,4.5657897,Ajax Amsterdam,Owen Wijndal,Left-Back,AZ Alkmaar,2022/2023
20.0,2.2,1.7181846,1.FC Nuremberg,Josip Drmic,Centre-Forward,FC Zürich,2013/2014
21.0,13.1,3.6481702,Olympique Lyon,Sergi Darder,Central Midfield,Málaga CF,2015/2016
19.0,0.05,1.1599625,FC Augsburg,Max Reinthaler,Centre-Back,Rydaholms GoIF,2014/2015
25.0,2.0,4.966536,Deportivo Alavés,Rubén Sobrino,Centre-Forward,Man City,2017/2018
18.0,1.2,3.9133532,Delfino Pescara 1936,Gianluca Caprari,Second Striker,AS Roma,2012/2013
25.0,10.0,15.887779,Southampton FC,Duje Caleta-Car,Centre-Back,Marseille,2022/2023
28.0,7.8,9.045229,Hull City,Nikica Jelavic,Centre-Forward,Everton,2013/2014
24.0,6.0,2.0220764,Feyenoord Rotterdam,Ridgeciano Haps,Left-Back,AZ Alkmaar,2017/2018
28.0,0.1,3.3283913,US Lecce,Biagio Meccariello,Centre-Back,Brescia,2019/2020
25.0,3.0,7.8140464,VfL Wolfsburg,Felix Klaus,Right Winger,Hannover 96,2018/2019
26.0,1.1,5.9174275,FC Schalke 04,Tobias Mohr,Left Winger,1.FC Heidenheim,2022/2023
27.0,35.0,29.238226,Bayern Munich,Mats Hummels,Centre-Back,Bor. Dortmund,2016/2017
22.0,1.5,2.2498438,Dijon FCO,Chang-hoon Kwon,Right Winger,Suwon Bluewings,2016/2017
23.0,9.5,7.651489,Atalanta BC,Bryan Cristante,Defensive Midfield,Benfica,2018/2019
23.0,1.5,0.9706662,Hannover 96,Miiko Albornoz,Left-Back,Malmö FF,2014/2015
23.0,6.4,8.352051,Bologna FC 1909,Simone Verdi,Attacking Midfield,AC Milan,2016/2017
24.0,10.1,8.120734,Swansea City,Gylfi Sigurdsson,Attacking Midfield,Spurs,2014/2015
33.0,0.45,0.51940453,Vitesse Arnhem,Remko Pasveer,Goalkeeper,PSV Eindhoven,2017/2018
27.0,1.0,5.0307245,Atalanta BC,Michele Canini,Centre-Back,Genoa,2012/2013
27.0,14.0,10.357917,Atlético de Madrid,Alessio Cerci,Right Winger,Torino,2014/2015
22.0,5.0,3.5329368,Celta de Vigo,Mathias Jensen,Central Midfield,Nordsjaelland,2018/2019
25.0,4.0,4.5217094,Ajax Amsterdam,Nicolás Tagliafico,Left-Back,Independiente,2017/2018
26.0,2.0,2.4574082,FC Girondins Bordeaux,Stian Gregersen,Centre-Back,Molde,2021/2022
28.0,3.0,7.175009,Brighton & Hove Albion,Ezequiel Schelotto,Right-Back,Sporting CP,2017/2018
26.0,1.5,8.63269,Norwich City,Alexander Tettey,Defensive Midfield,Stade Rennais,2012/2013
20.0,1.1,2.6907647,SC Freiburg,Felix Klaus,Right Winger,Greuther Fürth,2013/2014
19.0,9.5,1.6160716,CSKA Moscow,Vitinho,Left Winger,Botafogo,2013/2014
28.0,15.0,6.5926604,Queens Park Rangers,Christopher Samba,Centre-Back,Anzhi,2012/2013
25.0,32.0,13.438291,Bayer 04 Leverkusen,Kerem Demirbay,Central Midfield,TSG Hoffenheim,2019/2020
23.0,22.0,11.72336,Atlético de Madrid,Gelson Martins,Right Winger,Sporting CP,2018/2019
29.0,3.0,3.559799,Spartak Moscow,Kim Källström,Central Midfield,Olympique Lyon,2012/2013
33.0,5.0,3.5608861,FC Girondins Bordeaux,Laurent Koscielny,Centre-Back,Arsenal,2019/2020
23.0,0.5,3.0355194,SC Heerenveen,Runar Espejord,Centre-Forward,Tromsø IL,2019/2020
25.0,5.0,3.6561024,Olympique Marseille,Romain Alessandrini,Right Winger,Stade Rennais,2014/2015
21.0,3.0,9.945066,AS Monaco,Samuel Grandsir,Right Winger,Troyes,2018/2019
22.0,0.34,2.4822934,Rubin Kazan,Vladislav Panteleev,Attacking Midfield,Spartak 2,2018/2019
22.0,0.15,2.6938117,SL Benfica,Pedro Rebocho,Left-Back,Moreirense,2017/2018
20.0,0.04,1.9702086,CD Nacional,Ali Ghazal,Centre-Back,Wadi Degla U23,2012/2013
25.0,10.6,7.027352,Liverpool FC,Simon Mignolet,Goalkeeper,Sunderland,2013/2014
22.0,5.75,3.678274,Parma FC,Ishak Belfodil,Centre-Forward,Inter,2014/2015
18.0,1.0,3.2476113,VfB Stuttgart,Carlos Gruezo,Defensive Midfield,Barcelona SC,2013/2014
21.0,6.0,10.296173,AS Roma,Ante Coric,Attacking Midfield,Dinamo Zagreb,2018/2019
22.0,13.0,6.0378766,VfL Wolfsburg,Yannick Gerhardt,Central Midfield,1. FC Köln,2016/2017
25.0,3.5,2.5906703,Real Betis Balompié,Felipe Gutiérrez,Central Midfield,Twente FC,2016/2017
21.0,1.6,3.261379,FC Augsburg,Shawn Parker,Centre-Forward,1.FSV Mainz 05,2014/2015
24.0,3.5,4.2367997,Stade Reims,Andreaw Gravillon,Centre-Back,Inter,2022/2023
21.0,0.1,3.1915677,SL Benfica,Diego Lopes,Central Midfield,Rio Ave FC,2015/2016
18.0,1.5,2.7510598,Torino FC,Vitalie Damascan,Centre-Forward,FC Sheriff,2017/2018
33.0,0.6,2.5480998,Chievo Verona,Antonio Floro Flores,Centre-Forward,Sassuolo,2016/2017
24.0,1.5,6.5474987,SL Benfica,Gil Dias,Left Midfield,Monaco,2021/2022
28.0,20.0,23.795658,Chelsea FC,Filipe Luís,Left-Back,Atlético Madrid,2014/2015
22.0,1.0,4.07227,Spartak Moscow,Georgi Tigiev,Left-Back,Anzhi,2017/2018
21.0,8.0,4.6296296,Olympique Lyon,Tanguy Ndombélé,Central Midfield,Amiens SC,2018/2019
25.0,4.9,4.946514,Crystal Palace,Alex McCarthy,Goalkeeper,QPR,2015/2016
26.0,0.95,1.6483823,FC Ingolstadt 04,Martin Hansen,Goalkeeper,ADO Den Haag,2016/2017
22.0,5.5,8.125344,Valencia CF,Manu Vallejo,Second Striker,Cádiz CF,2019/2020
30.0,0.23,0.5283502,Málaga CF,Marcos Angeleri,Centre-Back,Estudiantes,2013/2014
20.0,0.2,2.7595093,US Sassuolo,Leonardo Sernicola,Left-Back,Ternana,2018/2019
31.0,0.98,4.7384562,Villarreal CF,Kiko Femenía,Right-Back,Watford,2022/2023
21.0,0.6,2.18387,Torino FC,Samuel Gustafson,Defensive Midfield,Häcken,2016/2017
24.0,18.0,13.803565,RB Leipzig,Angeliño,Left-Back,Man City,2021/2022
23.0,7.35,3.7815468,FC Porto,Alex Telles,Left-Back,Galatasaray,2016/2017
27.0,2.0,4.042186,Benevento Calcio,Samuel Armenteros,Centre-Forward,Heracles Almelo,2017/2018
19.0,4.1,4.273104,Olympique Lyon,Jean-Philippe Mateta,Centre-Forward,LB Châteauroux,2016/2017
22.0,20.0,6.070039,FC Porto,Óliver Torres,Central Midfield,Atlético Madrid,2017/2018
25.0,13.5,6.821608,Zenit St. Petersburg,Douglas Santos,Left-Back,Hamburger SV,2019/2020
26.0,0.8,2.3817213,Feyenoord Rotterdam,Lex Immers,Attacking Midfield,ADO Den Haag,2012/2013
29.0,26.65,12.446656,AS Roma,Steven Nzonzi,Defensive Midfield,Sevilla FC,2018/2019
19.0,5.5,4.1341176,ACF Fiorentina,Nikola Milenković,Centre-Back,Partizan,2017/2018
21.0,0.5,6.874299,Swansea City,Alejandro Pozuelo,Attacking Midfield,Real Betis,2013/2014
23.0,0.75,10.167607,SSC Napoli,Franco Ferrari,Centre-Forward,Genoa,2019/2020
23.0,8.0,10.67428,Inter Milan,Jeison Murillo,Centre-Back,Granada CF,2015/2016
28.0,6.0,15.928962,Real Madrid,Kiko Casilla,Goalkeeper,Espanyol,2015/2016
21.0,0.1,2.7995803,NEC Nijmegen,Joey Sleegers,Left Winger,Feyenoord,2015/2016
19.0,2.24,5.8100452,Swansea City,Matt Grimes,Central Midfield,Exeter City,2014/2015
27.0,0.6,2.9298918,Getafe CF,Bruno González,Centre-Back,Real Betis,2017/2018
22.0,2.0,3.1972053,SC Freiburg,Janik Haberer,Central Midfield,TSG Hoffenheim,2016/2017
16.0,17.5,10.875243,FC Barcelona,Pedri,Central Midfield,UD Las Palmas,2019/2020
22.0,2.35,5.7124553,Crystal Palace,Jack Hunt,Right-Back,Huddersfield,2013/2014
24.0,10.0,10.355818,Brentford FC,Yoane Wissa,Left Winger,FC Lorient,2021/2022
30.0,1.3,3.2935698,SC Freiburg,Jérôme Gondorf,Central Midfield,Werder Bremen,2018/2019
18.0,2.65,1.2742041,Cagliari Calcio,Caio Rangel,Right Winger,Flamengo,2014/2015
24.0,7.0,9.401352,Atlético de Madrid,Jonny Otto,Left-Back,Celta de Vigo,2018/2019
20.0,11.0,11.992647,Manchester City,Máximo Perrone,Defensive Midfield,Vélez Sarsfield,2022/2023
33.0,8.8,9.270995,Aston Villa,Tom Heaton,Goalkeeper,Burnley,2019/2020
20.0,3.5,4.8623176,US Sassuolo,Luca Mazzitelli,Central Midfield,AS Roma,2015/2016
30.0,38.0,12.849075,Inter Milan,Radja Nainggolan,Central Midfield,AS Roma,2018/2019
24.0,1.25,4.6283536,Hellas Verona,Bruno Zuculini,Defensive Midfield,Man City,2017/2018
26.0,32.0,27.625864,Juventus FC,Miralem Pjanic,Central Midfield,AS Roma,2015/2016
24.0,20.0,37.58002,Liverpool FC,Mario Balotelli,Centre-Forward,AC Milan,2014/2015
25.0,17.0,26.5673,FC Barcelona,Aleix Vidal,Right-Back,Sevilla FC,2015/2016
19.0,0.1,1.5678483,Eintracht Frankfurt,Diant Ramaj,Goalkeeper,1.FC Heidenheim,2021/2022
23.0,1.96,1.9747639,Elche CF,Lautaro Blanco,Left-Back,Rosario Central,2022/2023
25.0,3.5,1.4427035,Feyenoord Rotterdam,Marko Vejinović,Central Midfield,Vitesse,2015/2016
